data,ano,mes,trimestre,semestre,uf,regiao,governo,preco_medio_imovel,variacao_preco_anual,tx_ocupacao_%,inadimplencia_aluguel_%,vendas_totais_10k_hab,rotacao_imoveis,perc_vista_%,perc_financiamento_%,perc_mcmv_%,perc_imovel_usado_%,perc_terreno_zero_%,indice_aluguel_yoy_%,qualidade_vida_score,indice_crise,saude_mercado,abandono_violencia_por_10k,abandono_desastre_por_10k,abandono_vontade_por_10k,abandono_total_por_10k,aumento_moradores_por_10k,invasao_terrenos_por_10k,pessoas_alugam_proprio_10k,pessoas_vendem_proprio_10k
2021-07-01,2021,7,3,2,GO,Centro-Oeste,Bolsonaro,351800.0,12.432086928731234,87.6,4.9,22.9,23.5,34.9,25.1,6.6,70.4,11.0,9.2,6.54,0.16000000000000006,0.0,48.0,0.0,32.0,80.0,0.0,6.3,0.6,0.5
2021-08-01,2021,8,3,2,GO,Centro-Oeste,Bolsonaro,348400.0,10.708611375913568,88.4,5.3,18.3,19.2,31.7,28.3,7.7,69.7,10.7,8.5,6.45,0.16399999999999998,0.0,38.6,0.0,32.0,70.6,0.0,7.8,0.9,0.6
2021-09-01,2021,9,3,2,GO,Centro-Oeste,Bolsonaro,341400.0,6.720850265708034,87.3,5.4,19.8,20.400000000000002,32.7,27.3,8.2,70.5,11.6,8.9,6.63,0.1715,0.0,30.0,0.0,32.0,62.0,0.0,6.0,0.6,0.8
2021-10-01,2021,10,4,2,GO,Centro-Oeste,Bolsonaro,338000.0,6.356198867212082,87.7,5.1,20.6,21.3,34.6,25.4,7.8,68.8,10.9,7.5,6.71,0.16349999999999998,0.0,37.7,0.0,32.1,69.80000000000001,0.0,8.4,0.7,0.4
2021-11-01,2021,11,4,2,GO,Centro-Oeste,Bolsonaro,334300.0,7.87350758309131,87.0,5.2,19.6,20.400000000000002,33.3,26.7,10.0,70.5,10.5,9.2,6.59,0.169,0.0,38.5,0.0,32.1,70.6,0.0,7.0,0.8,0.6
2021-12-01,2021,12,4,2,GO,Centro-Oeste,Bolsonaro,345100.0,9.694850603941507,88.1,3.8,18.5,19.4,33.3,26.7,9.1,69.1,10.9,8.7,6.63,0.13550000000000006,0.0,36.6,0.0,32.1,68.7,0.0,8.2,0.9,0.6
2022-01-01,2022,1,1,1,GO,Centro-Oeste,Bolsonaro,361900.0,3.4591194968553562,87.8,4.9,24.1,24.8,31.3,28.7,9.5,69.1,10.9,5.7,6.6,0.159,0.0,38.3,0.0,32.1,70.4,0.0,6.8,0.7,0.4
2022-02-01,2022,2,1,1,GO,Centro-Oeste,Bolsonaro,352800.0,2.2905189910118917,87.0,6.0,26.1,26.6,32.9,27.1,7.0,69.9,11.0,4.3,6.61,0.185,0.0,51.8,0.0,32.2,84.0,0.0,6.3,0.5,0.7
2022-03-01,2022,3,1,1,GO,Centro-Oeste,Bolsonaro,356700.0,6.2239428231089855,87.9,5.0,25.1,25.700000000000003,37.0,23.0,8.2,68.0,10.7,5.3,6.47,0.1605,0.0,25.9,0.0,32.2,58.1,0.0,6.7,0.6,0.4
2022-04-01,2022,4,2,1,GO,Centro-Oeste,Bolsonaro,369200.0,5.727376861397482,88.4,5.4,27.3,28.0,35.3,24.7,8.3,69.2,10.3,4.8,6.78,0.166,0.0,38.3,0.0,32.2,70.5,0.0,7.8,0.7,0.6
2022-05-01,2022,5,2,1,GO,Centro-Oeste,Bolsonaro,355800.0,13.637815394442665,88.2,4.5,24.9,25.599999999999998,31.6,28.4,9.0,70.5,10.7,5.0,6.71,0.149,0.0,38.0,0.0,32.2,70.2,0.0,6.5,0.7,0.4
2022-06-01,2022,6,2,1,GO,Centro-Oeste,Bolsonaro,375900.0,13.22289156626506,86.9,5.1,25.6,26.400000000000002,29.7,30.3,9.0,69.2,12.5,5.3,6.64,0.16749999999999993,0.0,53.1,0.0,32.2,85.30000000000001,0.0,6.2,0.8,0.6
2022-07-01,2022,7,3,2,GO,Centro-Oeste,Bolsonaro,370400.0,5.287094940306991,88.1,4.8,25.5,26.1,28.5,31.5,8.4,68.5,12.0,5.7,6.58,0.15550000000000005,0.0,38.2,0.0,32.3,70.5,0.0,6.8,0.6,0.7
2022-08-01,2022,8,3,2,GO,Centro-Oeste,Bolsonaro,366000.0,5.051664753157281,88.4,5.0,23.6,24.400000000000002,32.4,27.6,8.0,70.2,11.0,5.6,6.47,0.158,0.0,31.2,0.0,32.3,63.5,0.0,5.7,0.8,0.6
2022-09-01,2022,9,3,2,GO,Centro-Oeste,Bolsonaro,355600.0,4.159343878148802,88.6,4.8,24.6,25.400000000000002,34.2,25.8,7.1,68.7,12.0,4.8,6.51,0.15300000000000005,0.0,36.1,0.0,32.3,68.4,0.0,5.7,0.8,0.5
2022-10-01,2022,10,4,2,GO,Centro-Oeste,Bolsonaro,366200.0,8.343195266272186,87.7,5.3,24.5,25.4,33.6,26.4,8.1,69.1,11.7,5.8,6.55,0.16749999999999998,0.0,27.8,0.0,32.3,60.099999999999994,0.0,7.8,0.9,0.4
2022-11-01,2022,11,4,2,GO,Centro-Oeste,Bolsonaro,373700.0,11.785821118755614,87.7,5.0,25.5,26.3,35.4,24.6,8.7,70.5,11.4,3.9,6.7,0.1615,0.0,52.9,0.0,32.4,85.3,0.0,8.1,0.8,0.5
2022-12-01,2022,12,4,2,GO,Centro-Oeste,Bolsonaro,354000.0,2.578962619530567,87.9,4.5,25.0,25.8,30.7,29.3,8.8,70.3,11.2,4.7,6.43,0.1505,0.0,31.3,0.0,32.4,63.7,0.0,8.2,0.8,0.6
2023-01-01,2023,1,1,1,GO,Centro-Oeste,Lula,375100.0,3.6474164133738496,92.1,3.4,24.5,25.2,31.4,28.6,11.3,70.1,11.6,4.1,6.64,0.10750000000000004,0.0,40.0,0.0,32.4,72.4,12.1,6.9,0.7,0.4
2023-02-01,2023,2,1,1,GO,Centro-Oeste,Lula,356000.0,0.9070294784580435,91.7,3.8,27.8,28.6,30.8,29.2,11.3,70.8,11.8,3.9,6.59,0.11749999999999998,0.0,36.6,0.0,32.4,69.0,12.1,4.8,0.8,0.6
2023-03-01,2023,3,1,1,GO,Centro-Oeste,Lula,369300.0,3.532380151387726,92.6,4.3,28.4,29.099999999999998,30.2,29.8,12.0,71.5,11.8,5.0,6.44,0.12300000000000003,0.0,37.9,0.0,32.5,70.4,12.1,7.3,0.7,0.6
2023-04-01,2023,4,2,1,GO,Centro-Oeste,Lula,370600.0,0.3791982665222182,91.8,4.1,25.4,26.099999999999998,29.4,30.6,11.2,70.6,11.4,5.1,6.56,0.12300000000000003,0.0,36.8,0.0,32.5,69.3,12.2,7.6,0.7,0.6
2023-05-01,2023,5,2,1,GO,Centro-Oeste,Lula,371000.0,4.272062956717249,92.7,3.2,24.6,25.200000000000003,33.4,26.6,12.7,71.4,11.6,5.2,6.57,0.10049999999999998,0.0,40.4,0.0,32.5,72.9,12.2,7.6,0.6,0.4
2023-06-01,2023,6,2,1,GO,Centro-Oeste,Lula,374700.0,-0.31923383878691425,92.8,4.0,26.0,26.6,31.6,28.4,12.9,68.6,11.1,5.2,6.59,0.11600000000000003,0.0,51.2,0.0,32.5,83.7,12.3,7.5,0.6,0.6
2023-07-01,2023,7,3,2,GO,Centro-Oeste,Lula,373100.0,0.7289416846652186,91.9,3.2,28.4,29.2,32.6,27.4,11.7,69.1,11.8,4.1,6.41,0.10449999999999998,0.0,35.6,0.0,32.6,68.2,12.3,6.2,0.8,0.6
2023-08-01,2023,8,3,2,GO,Centro-Oeste,Lula,374400.0,2.2950819672131084,92.9,3.7,26.4,27.2,30.4,29.6,12.3,71.6,12.5,4.8,6.43,0.10949999999999999,0.0,35.1,0.0,32.6,67.7,12.4,5.7,0.8,0.5
2023-09-01,2023,9,3,2,GO,Centro-Oeste,Lula,365300.0,2.727784026996627,93.3,3.5,26.3,26.900000000000002,32.6,27.4,12.3,68.9,12.6,4.0,6.59,0.10350000000000004,0.0,43.6,0.0,32.6,76.2,12.5,5.0,0.6,0.6
2023-10-01,2023,10,4,2,GO,Centro-Oeste,Lula,373700.0,2.04806116876024,93.3,4.3,26.0,26.7,33.3,26.7,11.6,70.5,12.3,5.6,6.6,0.11950000000000002,0.0,28.1,0.0,32.6,60.7,12.5,6.9,0.7,0.6
2023-11-01,2023,11,4,2,GO,Centro-Oeste,Lula,369800.0,-1.0436178753010394,92.7,4.8,27.8,28.5,32.9,27.1,11.9,71.3,12.0,5.4,6.51,0.13249999999999998,0.0,47.6,0.0,32.7,80.30000000000001,12.6,6.7,0.7,0.5
2023-12-01,2023,12,4,2,GO,Centro-Oeste,Lula,367600.0,3.841807909604511,92.9,3.6,26.6,27.3,35.6,24.4,12.3,69.7,11.8,6.5,6.56,0.10749999999999998,0.0,31.7,0.0,32.7,64.4,12.6,6.4,0.7,0.5
2024-01-01,2024,1,1,1,GO,Centro-Oeste,Lula,373000.0,-0.559850706478271,92.4,3.2,26.1,26.900000000000002,32.7,27.3,12.4,70.5,12.2,3.9,6.67,0.10199999999999998,0.0,34.3,0.0,32.7,67.0,12.7,6.7,0.8,0.5
2024-02-01,2024,2,1,1,GO,Centro-Oeste,Lula,355300.0,-0.196629213483146,92.6,4.0,27.9,28.599999999999998,30.7,29.3,12.7,70.8,11.9,4.5,6.74,0.11700000000000003,0.0,39.3,0.0,32.8,72.1,12.7,6.4,0.7,0.5
2024-03-01,2024,3,1,1,GO,Centro-Oeste,Lula,368600.0,-0.18954779312212455,91.9,3.5,27.8,28.3,34.7,25.3,13.0,70.6,11.4,5.3,6.7,0.11049999999999999,0.0,36.3,0.0,32.8,69.1,12.8,8.9,0.5,0.5
2024-04-01,2024,4,2,1,GO,Centro-Oeste,Lula,376000.0,1.4570966001079322,93.3,2.9,28.8,29.400000000000002,31.0,29.0,12.3,69.1,11.1,5.0,6.59,0.09150000000000003,0.0,33.2,0.0,32.8,66.0,12.8,6.5,0.6,0.5
2024-05-01,2024,5,2,1,GO,Centro-Oeste,Lula,360400.0,-2.857142857142858,93.1,3.5,27.0,27.5,28.4,31.6,13.5,69.5,11.9,5.5,6.78,0.10450000000000004,0.0,41.2,0.0,32.8,74.0,12.8,7.6,0.5,0.6
2024-06-01,2024,6,2,1,GO,Centro-Oeste,Lula,380300.0,1.494528956498531,91.8,3.9,29.2,30.0,32.5,27.5,12.2,69.1,12.7,4.5,6.59,0.11900000000000004,0.0,43.3,0.0,32.8,76.1,12.9,7.6,0.8,0.6
2024-07-01,2024,7,3,2,GO,Centro-Oeste,Lula,370600.0,-0.6700616456714048,91.3,3.8,24.8,25.7,32.3,27.7,12.8,69.3,12.9,5.4,6.64,0.11950000000000004,0.0,45.0,0.0,32.9,77.9,12.9,6.1,0.9,0.5
2024-08-01,2024,8,3,2,GO,Centro-Oeste,Lula,386400.0,3.205128205128216,92.1,3.7,27.7,28.5,29.7,30.3,11.6,71.0,12.0,5.1,6.65,0.11350000000000005,0.0,29.5,0.0,32.9,62.4,13.0,5.5,0.8,0.6
2024-09-01,2024,9,3,2,GO,Centro-Oeste,Lula,379000.0,3.750342184505895,91.6,3.4,27.0,27.7,33.7,26.3,12.3,70.3,12.7,4.5,6.79,0.11000000000000004,0.0,33.2,0.0,32.9,66.1,13.0,6.8,0.7,0.4
2024-10-01,2024,10,4,2,GO,Centro-Oeste,Lula,374100.0,0.10703773080009693,92.7,3.7,27.2,28.0,29.7,30.3,11.2,69.9,12.1,6.3,6.65,0.11049999999999999,0.0,39.2,0.0,33.0,72.2,13.1,7.7,0.8,0.5
2024-11-01,2024,11,4,2,GO,Centro-Oeste,Lula,382200.0,3.3531638723634405,92.8,3.5,27.2,27.9,34.3,25.7,13.1,70.2,11.3,5.7,6.62,0.10600000000000004,0.0,53.4,0.0,33.0,86.4,13.2,7.6,0.7,0.4
2024-12-01,2024,12,4,2,GO,Centro-Oeste,Lula,362900.0,-1.2785636561479907,92.2,4.2,26.0,26.7,32.6,27.4,12.1,70.3,13.0,4.2,6.57,0.12299999999999998,0.0,46.5,0.0,33.0,79.5,13.2,7.0,0.7,0.6
2025-01-01,2025,1,1,1,GO,Centro-Oeste,Lula,362500.0,-2.815013404825739,92.1,3.5,27.9,28.799999999999997,32.7,27.3,12.7,68.8,12.8,4.8,6.65,0.10950000000000004,0.0,35.7,0.0,33.0,68.7,13.3,5.9,0.9,0.5
2025-02-01,2025,2,1,1,GO,Centro-Oeste,Lula,370700.0,4.334365325077405,91.9,3.8,25.2,26.0,33.9,26.1,12.2,70.9,11.9,5.4,6.75,0.11649999999999998,0.0,37.3,0.0,33.0,70.3,13.3,7.7,0.8,0.5
2025-03-01,2025,3,1,1,GO,Centro-Oeste,Lula,384700.0,4.367878459034191,91.9,4.0,26.9,27.7,30.3,29.7,12.1,71.0,12.4,4.2,6.72,0.12049999999999998,0.0,59.0,0.0,33.1,92.1,13.4,8.2,0.8,0.5
2025-04-01,2025,4,2,1,GO,Centro-Oeste,Lula,363900.0,-3.218085106382984,93.1,4.0,26.9,27.5,29.3,30.7,12.5,70.4,12.0,4.3,6.53,0.11450000000000003,0.0,54.1,0.0,33.1,87.2,13.4,5.4,0.6,0.6
2025-05-01,2025,5,2,1,GO,Centro-Oeste,Lula,366300.0,1.6370699223085428,91.8,4.1,27.1,27.900000000000002,28.4,31.6,11.3,70.4,11.6,5.3,6.67,0.12300000000000003,0.0,34.8,0.0,33.1,67.9,13.4,7.5,0.8,0.6
2025-06-01,2025,6,2,1,GO,Centro-Oeste,Lula,383300.0,0.788850907178551,93.0,4.9,26.6,27.200000000000003,30.0,30.0,13.9,70.7,11.7,3.8,6.77,0.13299999999999998,0.0,37.5,0.0,33.1,70.6,13.5,7.3,0.6,0.5
2025-07-01,2025,7,3,2,GO,Centro-Oeste,Lula,373000.0,0.6475984889368513,91.6,3.7,27.5,28.2,35.7,24.3,12.2,68.4,12.1,4.9,6.77,0.11600000000000005,0.0,29.4,0.0,33.2,62.6,13.5,7.9,0.7,0.5
2025-08-01,2025,8,3,2,GO,Centro-Oeste,Lula,374100.0,-3.183229813664601,93.0,3.8,28.1,28.8,28.5,31.5,11.5,69.8,12.1,5.6,6.9,0.11099999999999997,0.0,33.8,0.0,33.2,67.0,13.6,7.9,0.7,0.6
2025-09-01,2025,9,3,2,GO,Centro-Oeste,Lula,363100.0,-4.195250659630611,92.4,3.3,26.6,27.200000000000003,32.4,27.6,12.1,71.4,12.3,5.1,6.72,0.10399999999999998,0.0,42.8,0.0,33.2,76.0,13.6,8.2,0.6,0.6
2025-10-01,2025,10,4,2,GO,Centro-Oeste,Lula,377200.0,0.8286554397219925,92.2,3.8,27.8,28.5,31.4,28.6,11.9,70.0,12.3,4.0,6.82,0.11499999999999998,0.0,42.3,0.0,33.2,75.5,13.7,6.6,0.7,0.5
2025-11-01,2025,11,4,2,GO,Centro-Oeste,Lula,365800.0,-4.290947148090007,93.3,3.9,27.3,28.2,31.9,28.1,12.8,69.1,11.6,4.8,6.7,0.11150000000000003,0.0,37.0,0.0,33.3,70.3,13.8,6.5,0.9,0.7
2025-12-01,2025,12,4,2,GO,Centro-Oeste,Lula,370300.0,2.039129236704329,93.0,3.5,27.2,28.0,30.0,30.0,11.4,68.0,11.7,5.5,6.82,0.10499999999999998,0.0,45.5,0.0,33.3,78.8,13.8,8.3,0.8,0.5
2015-01-01,2015,1,1,1,MG,Sudeste,Dilma,364500.0,,91.2,6.4,24.2,25.5,22.0,40.0,7.9,74.9,7.4,4.5,6.69,0.172,0.0,51.7,0.0,30.0,81.7,0.0,8.4,1.3,1.0
2015-02-01,2015,2,1,1,MG,Sudeste,Dilma,364000.0,,91.0,6.6,21.6,22.900000000000002,23.7,38.3,8.4,77.1,8.5,7.7,6.74,0.177,0.0,34.4,0.0,30.1,64.5,0.0,6.2,1.3,1.0
2015-03-01,2015,3,1,1,MG,Sudeste,Dilma,364500.0,,91.2,6.4,22.3,23.400000000000002,21.4,40.6,8.2,76.2,7.7,4.9,6.58,0.172,0.0,41.9,0.0,30.1,72.0,0.0,7.4,1.1,0.9
2015-04-01,2015,4,2,1,MG,Sudeste,Dilma,377400.0,,93.1,6.7,24.3,25.400000000000002,22.7,39.3,7.2,74.4,8.1,5.6,6.64,0.16850000000000004,0.0,39.8,0.0,30.1,69.9,0.0,5.8,1.1,1.1
2015-05-01,2015,5,2,1,MG,Sudeste,Dilma,373000.0,,91.3,6.9,23.2,24.4,21.4,40.6,8.4,77.9,8.7,5.8,6.61,0.18150000000000005,0.0,58.9,0.0,30.1,89.0,0.0,6.7,1.2,1.0
2015-06-01,2015,6,2,1,MG,Sudeste,Dilma,376500.0,,90.3,6.7,23.8,25.2,21.8,40.2,8.1,78.6,8.0,6.3,6.69,0.1825,0.0,55.5,0.0,30.1,85.6,0.0,6.6,1.4,0.9
2015-07-01,2015,7,3,2,MG,Sudeste,Dilma,370300.0,,91.7,6.7,22.0,23.3,23.7,38.3,7.7,76.0,8.6,6.5,6.58,0.1755,0.0,48.1,0.0,30.2,78.3,0.0,7.4,1.3,1.0
2015-08-01,2015,8,3,2,MG,Sudeste,Dilma,360400.0,,91.0,6.0,24.2,25.2,26.4,35.6,7.6,77.1,8.0,6.0,6.74,0.16499999999999998,0.0,45.4,0.0,30.2,75.6,0.0,8.3,1.0,1.1
2015-09-01,2015,9,3,2,MG,Sudeste,Dilma,356000.0,,90.2,6.6,21.6,22.8,23.4,38.6,9.1,76.9,7.2,4.3,6.61,0.181,0.0,39.1,0.0,30.2,69.3,0.0,8.4,1.2,1.0
2015-10-01,2015,10,4,2,MG,Sudeste,Dilma,361700.0,,90.4,6.5,22.7,23.9,23.1,38.9,8.4,75.9,8.2,5.4,6.61,0.178,0.0,47.8,0.0,30.2,78.0,0.0,5.5,1.2,0.9
2015-11-01,2015,11,4,2,MG,Sudeste,Dilma,378500.0,,91.7,6.8,23.7,24.9,22.7,39.3,7.0,75.8,7.6,5.3,6.82,0.1775,0.0,42.8,0.0,30.3,73.1,0.0,8.1,1.2,0.9
2015-12-01,2015,12,4,2,MG,Sudeste,Dilma,377200.0,,90.8,7.5,22.0,23.4,22.6,39.4,9.1,75.4,7.6,4.8,6.69,0.19600000000000004,0.0,43.8,0.0,30.3,74.1,0.0,6.6,1.4,1.0
2016-01-01,2016,1,1,1,MG,Sudeste,Dilma,361600.0,-0.7956104252400564,91.4,6.3,25.0,26.3,22.8,39.2,7.9,76.1,8.6,5.7,6.76,0.16899999999999998,0.0,40.5,0.0,30.3,70.8,0.0,7.8,1.3,1.0
2016-02-01,2016,2,1,1,MG,Sudeste,Dilma,366100.0,0.5769230769230749,89.6,6.6,21.9,23.099999999999998,24.9,37.1,9.3,74.8,7.7,5.0,6.61,0.18400000000000005,0.0,47.9,0.0,30.4,78.3,0.0,7.9,1.2,0.9
2016-03-01,2016,3,1,1,MG,Sudeste,Dilma,368800.0,1.1796982167352477,91.2,5.9,21.4,22.7,23.1,38.9,8.2,77.4,7.3,4.7,6.82,0.16199999999999998,4.100000000000023,24.2,0.0,30.4,54.599999999999994,0.0,7.9,1.3,1.0
2016-04-01,2016,4,2,1,MG,Sudeste,Dilma,367700.0,-2.570217276099629,91.6,6.6,23.6,24.700000000000003,20.8,41.2,8.2,76.5,8.6,5.3,6.61,0.17400000000000004,0.0,61.2,0.0,30.4,91.6,0.0,6.7,1.1,0.9
2016-05-01,2016,5,2,1,MG,Sudeste,Dilma,374900.0,0.5093833780160928,91.2,7.3,21.1,22.3,25.1,36.9,7.2,75.6,8.1,5.6,6.72,0.18999999999999997,0.0,64.8,0.0,30.4,95.19999999999999,0.0,10.9,1.2,1.0
2016-06-01,2016,6,2,1,MG,Sudeste,Dilma,369800.0,-1.7795484727755606,90.4,7.1,21.0,22.2,26.5,35.5,9.1,74.7,8.3,4.5,6.69,0.18999999999999997,0.0,45.0,0.0,30.4,75.4,0.0,8.1,1.2,0.9
2016-07-01,2016,7,3,2,MG,Sudeste,Dilma,384500.0,3.834728598433701,90.9,7.2,25.0,26.2,23.7,38.3,8.3,75.9,8.6,5.0,6.56,0.1895,0.0,58.0,0.0,30.5,88.5,0.0,7.3,1.2,0.9
2016-08-01,2016,8,3,2,MG,Sudeste,Dilma,376600.0,4.495005549389575,90.3,7.2,23.0,24.3,26.9,35.1,7.6,74.9,8.7,4.7,6.75,0.1925,0.0,65.2,0.0,30.5,95.7,0.0,7.9,1.3,0.9
2016-09-01,2016,9,3,2,MG,Sudeste,Temer,364100.0,2.2752808988764084,91.5,6.8,23.1,24.200000000000003,21.9,40.1,8.4,74.9,8.3,5.9,6.61,0.1785,0.0,53.0,0.0,30.5,83.5,0.0,7.7,1.1,1.0
2016-10-01,2016,10,4,2,MG,Sudeste,Temer,373000.0,3.124136024329549,90.9,6.4,22.7,23.7,19.2,42.8,7.3,75.6,8.9,4.7,6.71,0.1735,0.0,54.4,0.0,30.5,84.9,0.0,6.7,1.0,1.0
2016-11-01,2016,11,4,2,MG,Sudeste,Temer,379400.0,0.23778071334215056,90.9,6.5,22.5,23.6,24.7,37.3,6.3,75.9,7.7,4.4,6.62,0.1755,0.0,53.6,0.0,30.6,84.2,0.0,8.5,1.1,0.9
2016-12-01,2016,12,4,2,MG,Sudeste,Temer,381300.0,1.0869565217391353,90.7,7.0,23.5,24.7,21.3,40.7,8.0,73.8,8.4,4.8,6.64,0.1865,0.0,37.9,0.0,30.6,68.5,0.0,9.6,1.2,0.9
2017-01-01,2017,1,1,1,MG,Sudeste,Temer,378200.0,4.59070796460177,89.7,7.0,22.2,23.5,21.8,40.2,7.9,76.4,8.2,5.8,6.69,0.1915,0.0,36.4,0.0,30.6,67.0,0.0,9.2,1.3,1.0
2017-02-01,2017,2,1,1,MG,Sudeste,Temer,376300.0,2.7861240098333795,90.5,7.0,21.3,22.6,23.5,38.5,7.4,73.8,8.6,5.6,6.68,0.1875,0.0,58.5,0.0,30.6,89.1,0.0,8.3,1.3,1.0
2017-03-01,2017,3,1,1,MG,Sudeste,Temer,365000.0,-1.0303687635574876,91.2,7.1,22.6,23.900000000000002,25.1,36.9,9.2,75.1,7.6,5.0,6.62,0.18599999999999997,0.0,50.0,0.0,30.7,80.7,0.0,8.6,1.3,1.0
2017-04-01,2017,4,2,1,MG,Sudeste,Temer,381600.0,3.78025564318738,89.9,7.1,22.4,23.599999999999998,21.8,40.2,7.4,77.0,7.3,4.0,6.75,0.19249999999999998,0.0,64.2,0.0,30.7,94.9,0.0,9.1,1.2,0.9
2017-05-01,2017,5,2,1,MG,Sudeste,Temer,374800.0,-0.026673779674579734,90.9,7.6,21.5,22.6,25.7,36.3,9.3,79.2,7.4,4.5,6.7,0.19749999999999998,0.0,53.5,0.0,30.7,84.2,0.0,6.3,1.1,1.1
2017-06-01,2017,6,2,1,MG,Sudeste,Temer,367800.0,-0.5408328826392639,90.2,6.2,21.6,23.0,21.8,40.2,7.9,77.0,8.1,6.2,6.58,0.173,0.0,54.2,0.0,30.7,84.9,0.0,7.3,1.4,0.9
2017-07-01,2017,7,3,2,MG,Sudeste,Temer,362200.0,-5.799739921976588,90.4,7.6,21.7,22.7,25.0,37.0,7.8,76.8,7.9,5.7,6.68,0.19999999999999998,0.0,51.5,0.0,30.8,82.3,0.0,8.9,1.0,0.9
2017-08-01,2017,8,3,2,MG,Sudeste,Temer,361500.0,-4.009559214020175,91.2,6.6,23.9,25.099999999999998,24.0,38.0,8.9,75.1,8.2,5.6,6.64,0.176,0.0,51.2,0.0,30.8,82.0,0.0,9.3,1.2,1.0
2017-09-01,2017,9,3,2,MG,Sudeste,Temer,371800.0,2.114803625377637,90.3,6.9,23.7,24.9,20.9,41.1,9.6,74.2,7.7,4.8,6.64,0.1865,0.0,55.4,0.0,30.8,86.2,0.0,9.1,1.2,1.0
2017-10-01,2017,10,4,2,MG,Sudeste,Temer,376100.0,0.8310991957104497,91.0,7.5,23.1,24.200000000000003,22.5,39.5,7.5,77.5,7.7,4.7,6.58,0.19499999999999998,0.0,44.4,0.0,30.8,75.2,0.0,9.3,1.1,0.8
2017-11-01,2017,11,4,2,MG,Sudeste,Temer,381800.0,0.632577754348973,90.9,6.7,22.4,23.7,22.7,39.3,7.9,75.2,8.0,4.3,6.65,0.1795,0.0,52.4,0.0,30.9,83.3,0.0,8.9,1.3,1.0
2017-12-01,2017,12,4,2,MG,Sudeste,Temer,367700.0,-3.5667453448728015,90.4,7.5,23.4,24.7,22.4,39.6,7.2,75.9,8.2,6.0,6.56,0.19799999999999998,0.0,47.9,0.0,30.9,78.8,0.0,8.4,1.3,0.9
2018-01-01,2018,1,1,1,MG,Sudeste,Temer,377700.0,-0.13220518244315693,89.8,6.7,22.8,24.0,25.1,36.9,8.4,76.2,8.0,5.1,6.56,0.185,0.0,56.5,0.0,30.9,87.4,0.0,8.9,1.2,0.9
2018-02-01,2018,2,1,1,MG,Sudeste,Temer,356500.0,-5.261759234653207,90.5,7.6,23.8,24.8,22.8,39.2,7.3,76.8,8.3,5.3,6.59,0.19949999999999998,0.0,61.3,0.0,31.0,92.3,0.0,8.8,1.0,1.0
2018-03-01,2018,3,1,1,MG,Sudeste,Temer,393100.0,7.698630136986306,90.8,6.3,22.1,23.1,21.8,40.2,7.5,75.1,8.8,3.5,6.74,0.17200000000000004,0.0,60.5,0.0,31.0,91.5,0.0,8.8,1.0,0.8
2018-04-01,2018,4,2,1,MG,Sudeste,Temer,373900.0,-2.0178197064989467,89.5,7.4,20.9,22.099999999999998,21.5,40.5,7.5,76.8,7.7,4.9,6.72,0.2005,0.0,47.1,0.0,31.0,78.1,0.0,8.3,1.2,0.9
2018-05-01,2018,5,2,1,MG,Sudeste,Temer,378500.0,0.9871931696904923,91.3,7.2,21.9,23.2,22.9,39.1,7.3,76.0,7.3,5.9,6.68,0.18750000000000006,0.0,50.3,0.0,31.0,81.3,0.0,7.5,1.3,0.8
2018-06-01,2018,6,2,1,MG,Sudeste,Temer,397700.0,8.1294181620446,90.7,7.1,21.9,23.099999999999998,23.6,38.4,7.8,75.6,8.9,4.8,6.44,0.18849999999999997,0.0,63.9,0.0,31.0,94.9,0.0,9.1,1.2,1.2
2018-07-01,2018,7,3,2,MG,Sudeste,Temer,380300.0,4.997239094422978,91.2,6.6,25.4,26.7,20.4,41.6,8.6,76.0,7.2,4.0,6.57,0.176,0.0,58.6,0.0,31.1,89.7,0.0,9.8,1.3,0.8
2018-08-01,2018,8,3,2,MG,Sudeste,Temer,357100.0,-1.2171507607192211,89.3,6.9,24.3,25.3,26.1,35.9,8.3,77.2,8.1,5.0,6.6,0.1915,0.0,54.1,0.0,31.1,85.2,0.0,8.7,1.0,1.0
2018-09-01,2018,9,3,2,MG,Sudeste,Temer,369000.0,-0.7530930607853703,90.1,6.8,24.3,25.5,25.4,36.6,8.0,75.9,8.9,4.6,6.5,0.18550000000000005,0.0,59.3,0.0,31.1,90.4,0.0,8.8,1.2,1.0
2018-10-01,2018,10,4,2,MG,Sudeste,Temer,388500.0,3.2969954799255463,88.8,6.6,20.9,21.9,24.8,37.2,8.9,75.5,8.3,4.7,6.6,0.188,0.0,66.5,0.0,31.1,97.6,0.0,10.9,1.0,0.9
2018-11-01,2018,11,4,2,MG,Sudeste,Temer,377900.0,-1.0214772132006278,90.2,7.8,22.3,23.5,25.5,36.5,7.0,76.4,7.3,6.0,6.71,0.205,0.0,64.1,0.0,31.2,95.3,0.0,8.9,1.2,0.9
2018-12-01,2018,12,4,2,MG,Sudeste,Temer,372100.0,1.1966276856132607,89.9,6.8,22.6,23.700000000000003,20.8,41.2,9.4,75.1,7.7,5.1,6.65,0.1865,0.0,48.0,0.0,31.2,79.2,0.0,11.0,1.1,1.0
