data,uf,regiao,governo,preco_medio_imovel,tx_ocupacao_%,inadimplencia_aluguel_%,vendas_totais_10k_hab,perc_vista_%,perc_financiamento_%,perc_mcmv_%,perc_imovel_usado_%,perc_terreno_zero_%,qualidade_vida_score,abandono_violencia_por_10k,abandono_desastre_por_10k,abandono_vontade_por_10k,aumento_moradores_por_10k,invasao_terrenos_por_10k,pessoas_alugam_proprio_10k,pessoas_vendem_proprio_10k,indice_aluguel_yoy_%
2017-06,SC,Sul,Temer,402800.0,90.8,5.9,22.7,22.0,40.0,7.2,75.9,11.6,7.23,46.7,0.0,30.7,0.0,2.9,1.2,1.0,4.7
2017-06,AM,Norte,Temer,344900.0,90.5,7.0,23.4,22.5,39.5,7.5,75.6,8.4,6.23,72.4,0.0,30.7,0.0,17.8,1.1,0.8,4.9
2017-06,DF,Centro-Oeste,Temer,461700.0,90.4,6.6,23.4,23.0,39.0,8.2,77.8,7.8,6.99,59.7,0.0,30.7,0.0,10.3,1.1,0.9,5.3
2017-06,GO,Centro-Oeste,Temer,340200.0,90.2,6.7,22.7,23.8,38.2,9.2,77.3,9.8,6.54,32.7,0.0,30.7,0.0,7.9,1.0,0.7,5.4
2017-07,CE,Nordeste,Temer,333000.0,89.8,5.8,21.6,23.2,38.8,13.5,76.5,9.6,6.33,33.6,0.0,30.8,0.0,8.5,1.5,1.0,3.7
2017-07,RJ,Sudeste,Temer,458100.0,91.8,9.7,22.2,23.6,38.4,5.6,73.6,8.4,5.74,202.1,0.0,30.8,0.0,40.4,1.3,1.1,5.3
2017-07,SP,Sudeste,Temer,509700.0,89.4,7.0,24.4,21.8,40.2,6.4,74.4,7.4,7.07,92.3,0.0,30.8,0.0,14.1,1.2,0.8,5.6
2017-07,BA,Nordeste,Temer,278200.0,90.5,7.3,20.9,23.3,38.7,11.8,76.5,8.0,5.97,72.1,0.0,30.8,0.0,21.9,1.1,1.0,5.7
2017-07,MG,Sudeste,Temer,362200.0,90.4,7.6,21.7,25.0,37.0,7.8,76.8,7.9,6.68,51.5,0.0,30.8,0.0,8.9,1.0,0.9,5.7
2017-07,RS,Sul,Temer,397800.0,89.5,6.8,21.5,19.0,43.0,6.9,75.4,7.5,7.02,57.2,0.0,30.8,0.0,7.6,1.0,1.0,5.7
2017-07,SC,Sul,Temer,410500.0,90.2,7.1,23.0,26.0,36.0,7.5,76.5,10.8,7.25,34.3,0.0,30.8,0.0,3.4,1.0,0.9,5.1
2017-07,AM,Norte,Temer,341800.0,90.2,6.7,21.2,21.1,40.9,9.6,74.7,7.2,6.14,70.0,0.0,30.8,0.0,18.8,1.2,1.0,3.8
2017-07,DF,Centro-Oeste,Temer,473100.0,90.2,7.2,24.0,20.7,41.3,8.9,76.2,7.8,7.15,57.6,0.0,30.8,0.0,10.8,1.1,0.9,5.7
2017-07,GO,Centro-Oeste,Temer,316500.0,91.7,7.4,22.3,24.4,37.6,8.1,76.8,11.1,6.32,55.8,0.0,30.8,0.0,7.8,1.3,0.8,4.8
2017-08,CE,Nordeste,Temer,338700.0,91.8,6.3,24.0,21.7,40.3,14.0,76.0,10.2,6.19,33.1,0.0,30.8,0.0,9.1,1.2,0.9,3.8
2017-08,RJ,Sudeste,Temer,462100.0,90.6,9.8,22.4,24.2,37.8,7.5,76.3,7.6,5.8,205.2,0.0,30.8,0.0,40.6,1.4,0.9,5.0
2017-08,SP,Sudeste,Temer,497600.0,89.2,7.1,22.1,20.8,41.2,6.1,77.0,8.3,6.97,62.2,0.0,30.8,0.0,16.6,1.1,1.0,5.1
2017-08,BA,Nordeste,Temer,277600.0,90.0,7.1,22.3,21.6,40.4,8.9,76.1,8.3,5.98,67.9,0.0,30.8,0.0,22.7,1.1,1.0,4.0
2017-08,MG,Sudeste,Temer,361500.0,91.2,6.6,23.9,24.0,38.0,8.9,75.1,8.2,6.64,51.2,0.0,30.8,0.0,9.3,1.2,1.0,5.6
2017-08,RS,Sul,Temer,392400.0,89.7,7.0,19.8,23.4,38.6,7.5,76.3,7.0,6.96,55.2,0.0,30.8,0.0,5.1,1.1,1.1,5.7
2017-08,SC,Sul,Temer,409100.0,90.7,6.6,21.8,23.2,38.8,6.6,74.2,9.9,7.11,48.2,0.0,30.8,0.0,3.1,1.3,1.0,4.8
2017-08,AM,Norte,Temer,347400.0,89.5,7.2,23.1,24.1,37.9,9.5,74.1,7.6,6.19,68.4,0.0,30.8,0.0,18.3,1.3,0.9,4.7
2017-08,DF,Centro-Oeste,Temer,480600.0,91.4,7.2,23.1,20.7,41.3,6.9,74.4,8.3,7.12,67.5,0.0,30.8,0.0,12.8,1.3,0.9,4.2
2017-08,GO,Centro-Oeste,Temer,328000.0,90.5,7.2,23.3,23.6,38.4,10.0,77.3,11.3,6.41,59.0,0.0,30.8,0.0,9.0,1.3,0.8,5.7
2017-09,CE,Nordeste,Temer,321000.0,89.9,6.4,23.4,22.9,39.1,12.7,76.4,10.7,6.38,47.8,0.0,30.8,0.0,9.8,1.1,0.9,4.7
2017-09,RJ,Sudeste,Temer,467200.0,89.9,10.2,24.1,18.7,43.3,6.0,75.0,7.3,5.83,191.2,0.0,30.8,0.0,40.1,1.2,1.0,5.2
2017-09,SP,Sudeste,Temer,514300.0,89.6,7.0,24.0,21.8,40.2,5.3,75.8,7.5,6.98,78.2,0.0,30.8,0.0,15.0,1.1,0.9,5.8
2017-09,BA,Nordeste,Temer,285700.0,91.3,7.9,24.2,20.2,41.8,10.6,75.9,7.7,5.99,65.4,0.0,30.8,0.0,22.9,1.1,1.0,4.6
2017-09,MG,Sudeste,Temer,371800.0,90.3,6.9,23.7,20.9,41.1,9.6,74.2,7.7,6.64,55.4,0.0,30.8,0.0,9.1,1.2,1.0,4.8
2017-09,RS,Sul,Temer,412900.0,91.1,7.4,21.6,22.8,39.2,6.8,75.0,8.2,6.76,53.9,0.0,30.8,0.0,8.0,1.4,0.9,5.2
2017-09,SC,Sul,Temer,426700.0,91.0,6.8,21.3,25.9,36.1,7.0,75.4,10.9,7.09,53.1,0.0,30.8,0.0,3.1,1.2,0.9,6.3
2017-09,AM,Norte,Temer,345400.0,90.6,7.4,21.6,23.0,39.0,9.6,75.8,8.6,6.11,83.9,0.0,30.8,0.0,19.2,1.1,0.9,5.1
2017-09,DF,Centro-Oeste,Temer,473500.0,90.4,6.2,23.0,22.4,39.6,9.0,76.4,8.7,7.18,56.5,0.0,30.8,0.0,11.9,1.3,0.9,4.8
2017-09,GO,Centro-Oeste,Temer,318400.0,90.9,7.2,21.8,23.1,38.9,7.4,77.4,10.7,6.54,52.9,0.0,30.8,0.0,8.2,0.9,0.9,4.9
2017-10,CE,Nordeste,Temer,327000.0,89.8,7.0,23.7,23.7,38.3,15.0,75.3,10.6,6.22,49.7,0.0,30.8,0.0,10.2,1.1,1.0,5.6
2017-10,RJ,Sudeste,Temer,449500.0,90.8,8.4,21.3,19.0,43.0,4.7,76.8,8.1,5.9,202.9,0.0,30.8,0.0,41.3,1.4,0.8,5.0
2017-10,SP,Sudeste,Temer,485500.0,90.3,7.0,23.5,23.1,38.9,6.5,76.7,9.1,6.96,79.4,0.0,30.8,0.0,13.8,1.1,1.1,4.8
2017-10,BA,Nordeste,Temer,278200.0,90.9,6.9,22.6,21.7,40.3,11.3,75.1,8.0,5.98,69.6,0.0,30.8,0.0,20.4,1.1,1.0,4.3
2017-10,MG,Sudeste,Temer,376100.0,91.0,7.5,23.1,22.5,39.5,7.5,77.5,7.7,6.58,44.4,0.0,30.8,0.0,9.3,1.1,0.8,4.7
2017-10,RS,Sul,Temer,398100.0,91.1,7.2,23.4,22.6,39.4,6.8,76.5,8.6,6.77,59.5,0.0,30.8,0.0,6.9,1.1,1.0,5.4
2017-10,SC,Sul,Temer,424400.0,91.4,7.0,22.2,24.9,37.1,7.0,75.4,11.3,7.15,50.1,0.0,30.8,0.0,4.0,1.2,1.1,5.8
2017-10,AM,Norte,Temer,356600.0,91.1,7.1,23.4,23.1,38.9,8.8,75.9,6.4,6.27,77.7,0.0,30.8,0.0,17.9,1.2,0.9,5.0
2017-10,DF,Centro-Oeste,Temer,454800.0,90.6,7.3,23.9,21.4,40.6,8.0,74.6,8.4,7.05,62.7,0.0,30.8,0.0,11.5,1.2,1.1,4.8
2017-10,GO,Centro-Oeste,Temer,322200.0,89.8,6.6,22.9,25.2,36.8,8.8,75.8,10.8,6.33,48.4,0.0,30.8,0.0,8.9,1.3,0.9,5.5
2017-11,CE,Nordeste,Temer,320200.0,90.9,6.6,23.2,21.0,41.0,14.2,74.8,10.9,6.34,49.4,0.0,30.9,0.0,10.7,1.1,1.0,5.0
2017-11,RJ,Sudeste,Temer,430700.0,90.4,9.9,24.2,20.8,41.2,4.5,76.3,8.1,6.06,192.1,0.0,30.9,0.0,39.1,1.2,1.0,4.5
2017-11,SP,Sudeste,Temer,479400.0,90.2,7.0,22.3,22.8,39.2,6.2,75.8,7.4,6.78,86.1,0.0,30.9,0.0,12.9,1.3,1.0,5.0
2017-11,BA,Nordeste,Temer,272200.0,90.2,6.8,20.9,21.5,40.5,10.5,77.4,7.8,6.0,70.7,0.0,30.9,0.0,20.3,1.1,1.0,4.8
2017-11,MG,Sudeste,Temer,381800.0,90.9,6.7,22.4,22.7,39.3,7.9,75.2,8.0,6.65,52.4,0.0,30.9,0.0,8.9,1.3,1.0,4.3
2017-11,RS,Sul,Temer,407500.0,90.8,6.6,23.5,19.2,42.8,7.1,75.5,7.6,6.78,69.6,0.0,30.9,0.0,6.7,1.2,1.0,4.9
2017-11,SC,Sul,Temer,430500.0,88.9,7.3,22.1,21.9,40.1,7.4,73.4,12.3,7.24,51.2,0.0,30.9,0.0,3.8,1.4,1.0,5.7
2017-11,AM,Norte,Temer,351300.0,90.1,7.0,21.8,21.6,40.4,7.9,75.9,7.2,6.15,77.9,0.0,30.9,0.0,18.5,1.1,1.2,6.0
2017-11,DF,Centro-Oeste,Temer,452400.0,90.0,7.2,21.5,20.3,41.7,8.3,75.3,8.5,6.97,66.7,0.0,30.9,0.0,12.5,1.2,1.0,4.7
2017-11,GO,Centro-Oeste,Temer,314800.0,90.6,7.7,23.5,21.4,40.6,8.0,75.4,10.9,6.31,44.4,0.0,30.9,0.0,8.6,1.1,1.0,5.4
2017-12,CE,Nordeste,Temer,327400.0,89.7,5.9,22.3,24.3,37.7,14.7,75.5,10.4,6.3,43.4,0.0,30.9,0.0,9.1,1.7,1.0,5.1
2017-12,RJ,Sudeste,Temer,442500.0,91.1,9.7,22.3,25.7,36.3,8.0,77.7,8.2,5.88,211.2,0.0,30.9,0.0,41.7,1.1,0.9,5.2
2017-12,SP,Sudeste,Temer,489400.0,91.2,7.0,20.1,26.1,35.9,6.9,75.5,8.3,7.02,82.6,0.0,30.9,0.0,16.1,1.1,1.0,4.9
2017-12,BA,Nordeste,Temer,282600.0,91.6,6.8,24.0,21.5,40.5,8.9,75.6,8.2,6.0,66.8,0.0,30.9,0.0,23.6,1.3,1.0,4.0
2017-12,MG,Sudeste,Temer,367700.0,90.4,7.5,23.4,22.4,39.6,7.2,75.9,8.2,6.56,47.9,0.0,30.9,0.0,8.4,1.3,0.9,6.0
2017-12,RS,Sul,Temer,414000.0,89.7,7.1,20.3,20.1,41.9,5.9,77.4,8.1,6.74,62.1,0.0,30.9,0.0,5.2,1.3,1.0,4.9
2017-12,SC,Sul,Temer,424100.0,90.2,7.8,22.8,23.4,38.6,8.9,73.9,11.3,7.09,46.3,0.0,30.9,0.0,4.3,1.2,1.0,7.2
2017-12,AM,Norte,Temer,357200.0,90.1,6.8,22.2,19.4,42.6,8.7,76.7,7.4,6.08,85.1,0.0,30.9,0.0,19.1,1.2,1.1,5.5
2017-12,DF,Centro-Oeste,Temer,466900.0,90.5,7.0,22.1,18.8,43.2,9.6,76.2,8.2,7.03,58.5,0.0,30.9,0.0,10.4,1.0,1.1,4.1
2017-12,GO,Centro-Oeste,Temer,312600.0,91.3,6.9,22.8,20.5,41.5,10.0,76.7,11.3,6.61,58.8,0.0,30.9,0.0,11.1,1.1,1.1,5.3
2018-01,CE,Nordeste,Temer,334700.0,90.3,5.6,21.8,24.7,37.3,14.9,73.9,11.0,6.4,50.4,0.0,30.9,0.0,9.8,1.6,1.0,4.8
2018-01,RJ,Sudeste,Temer,443100.0,90.9,9.2,22.8,22.7,39.3,6.7,75.7,8.5,5.9,204.7,0.0,30.9,0.0,39.2,1.2,1.0,6.1
2018-01,SP,Sudeste,Temer,505300.0,89.6,7.2,22.5,24.2,37.8,4.8,76.2,8.1,6.96,83.3,0.0,30.9,0.0,16.0,1.3,0.9,5.1
2018-01,BA,Nordeste,Temer,282600.0,91.1,6.7,25.5,23.0,39.0,10.4,76.1,7.6,5.83,50.6,0.0,30.9,0.0,21.7,1.4,0.9,4.8
2018-01,MG,Sudeste,Temer,377700.0,89.8,6.7,22.8,25.1,36.9,8.4,76.2,8.0,6.56,56.5,0.0,30.9,0.0,8.9,1.2,0.9,5.1
2018-01,RS,Sul,Temer,393800.0,90.4,8.1,21.1,22.7,39.3,7.4,77.7,7.7,6.73,46.6,0.0,30.9,0.0,8.3,1.2,0.9,5.0
2018-01,SC,Sul,Temer,425300.0,90.2,6.8,22.7,23.3,38.7,7.1,76.4,11.4,7.01,50.5,0.0,30.9,0.0,4.2,1.2,1.0,5.5
2018-01,AM,Norte,Temer,344000.0,90.0,6.9,23.4,25.1,36.9,8.7,76.9,8.1,6.2,76.0,0.0,30.9,0.0,18.5,1.2,1.1,4.4
2018-01,DF,Centro-Oeste,Temer,472700.0,89.8,6.9,22.7,23.3,38.7,10.3,75.8,7.4,7.03,61.4,0.0,30.9,0.0,9.1,1.2,1.0,5.7
2018-01,GO,Centro-Oeste,Temer,316800.0,89.8,7.1,21.4,23.6,38.4,8.0,75.6,10.5,6.33,57.7,0.0,30.9,0.0,10.5,1.0,0.9,5.0
2018-02,CE,Nordeste,Temer,332300.0,90.2,6.2,23.2,25.1,36.9,12.4,75.6,11.1,6.28,34.3,0.0,31.0,0.0,11.8,1.6,1.0,4.6
2018-02,RJ,Sudeste,Temer,435800.0,91.1,9.5,22.3,21.3,40.7,7.7,75.7,7.7,6.03,209.4,0.0,31.0,0.0,41.5,1.3,1.0,4.6
2018-02,SP,Sudeste,Temer,492500.0,90.4,7.2,21.5,22.6,39.4,6.3,76.4,8.3,6.89,85.6,0.0,31.0,0.0,14.5,1.1,1.1,5.0
2018-02,BA,Nordeste,Temer,280300.0,92.4,6.8,21.5,22.1,39.9,10.3,76.6,8.5,5.85,79.9,0.0,31.0,0.0,23.1,1.2,1.0,6.4
2018-02,MG,Sudeste,Temer,356500.0,90.5,7.6,23.8,22.8,39.2,7.3,76.8,8.3,6.59,61.3,0.0,31.0,0.0,8.8,1.0,1.0,5.3
2018-02,RS,Sul,Temer,388900.0,90.0,6.9,21.0,21.4,40.6,6.1,75.6,7.6,6.94,46.5,0.0,31.0,0.0,9.5,1.1,1.0,5.3
2018-02,SC,Sul,Temer,430400.0,91.1,6.8,22.1,20.3,41.7,7.6,77.3,12.3,7.1,38.0,0.0,31.0,0.0,4.5,1.3,0.8,4.1
2018-02,AM,Norte,Temer,343200.0,89.9,7.2,23.5,25.1,36.9,9.5,77.6,8.2,6.09,67.6,0.0,31.0,0.0,20.2,1.3,1.1,5.3
2018-02,DF,Centro-Oeste,Temer,449100.0,91.3,6.8,22.5,23.2,38.8,8.6,76.7,8.1,7.1,57.8,0.0,31.0,0.0,11.0,1.3,0.9,5.8
2018-02,GO,Centro-Oeste,Temer,319800.0,89.8,6.8,21.6,22.5,39.5,10.0,75.2,11.1,6.31,48.3,0.0,31.0,0.0,8.5,1.2,0.9,5.4
2018-03,CE,Nordeste,Temer,332300.0,91.1,5.9,23.0,23.4,38.6,14.0,75.5,11.1,6.29,45.6,0.0,31.0,0.0,8.3,1.2,1.0,5.8
2018-03,RJ,Sudeste,Temer,448000.0,90.0,9.5,21.8,22.3,39.7,7.6,74.9,8.2,5.81,195.5,0.0,31.0,0.0,40.4,1.4,0.9,3.5
2018-03,SP,Sudeste,Temer,480100.0,90.8,7.2,23.2,23.3,38.7,6.9,75.5,8.4,6.79,70.6,0.0,31.0,0.0,14.2,1.2,0.9,5.1
2018-03,BA,Nordeste,Temer,282300.0,90.2,6.8,20.9,25.7,36.3,9.8,75.5,8.8,5.84,55.8,0.0,31.0,0.0,21.6,1.2,1.0,5.5
2018-03,MG,Sudeste,Temer,393100.0,90.8,6.3,22.1,21.8,40.2,7.5,75.1,8.8,6.74,60.5,0.0,31.0,0.0,8.8,1.0,0.8,3.5
2018-03,RS,Sul,Temer,391500.0,90.4,7.2,22.9,20.2,41.8,7.6,76.2,8.4,6.74,44.6,0.0,31.0,0.0,7.9,1.2,1.0,5.1
2018-03,SC,Sul,Temer,409000.0,89.3,7.2,24.1,22.6,39.4,7.9,75.5,10.7,7.08,41.7,0.0,31.0,0.0,4.7,1.3,0.9,3.6
2018-03,AM,Norte,Temer,344900.0,90.4,6.7,21.3,24.9,37.1,8.9,75.8,8.3,6.07,85.4,0.0,31.0,0.0,18.9,1.0,0.9,4.6
2018-03,DF,Centro-Oeste,Temer,467700.0,90.8,7.0,22.0,22.9,39.1,8.9,76.3,8.0,6.96,54.9,0.0,31.0,0.0,10.7,1.1,1.0,4.8
2018-03,GO,Centro-Oeste,Temer,309900.0,90.6,7.9,21.1,22.1,39.9,9.1,77.7,10.4,6.38,61.6,0.0,31.0,0.0,10.2,1.2,0.9,4.9
2018-04,CE,Nordeste,Temer,330100.0,91.1,6.6,21.8,19.1,42.9,14.0,76.3,11.1,6.45,39.4,0.0,31.0,0.0,10.3,1.2,0.9,4.6
2018-04,RJ,Sudeste,Temer,454700.0,90.2,10.3,22.7,22.0,40.0,7.9,78.0,8.2,5.64,210.7,0.0,31.0,0.0,41.2,1.3,1.0,5.3
2018-04,SP,Sudeste,Temer,496300.0,90.0,7.0,24.0,22.2,39.8,7.7,76.4,7.4,6.75,83.0,0.0,31.0,0.0,14.5,1.4,1.0,5.4
2018-04,BA,Nordeste,Temer,282900.0,90.0,6.6,23.7,20.9,41.1,8.0,75.8,7.9,5.98,67.1,0.0,31.0,0.0,23.5,1.2,1.0,3.9
2018-04,MG,Sudeste,Temer,373900.0,89.5,7.4,20.9,21.5,40.5,7.5,76.8,7.7,6.72,47.1,0.0,31.0,0.0,8.3,1.2,0.9,4.9
2018-04,RS,Sul,Temer,411300.0,91.3,6.9,23.0,22.7,39.3,9.0,74.9,7.8,6.97,50.1,0.0,31.0,0.0,8.6,1.4,1.0,4.9
2018-04,SC,Sul,Temer,414000.0,91.8,6.5,23.3,22.0,40.0,8.1,75.0,11.2,7.12,46.6,0.0,31.0,0.0,4.4,1.1,1.0,5.7
2018-04,AM,Norte,Temer,349500.0,89.6,7.5,22.7,21.8,40.2,9.6,76.0,8.3,6.15,86.7,0.0,31.0,0.0,19.7,1.1,0.9,4.6
2018-04,DF,Centro-Oeste,Temer,462400.0,89.6,7.0,20.4,21.7,40.3,8.2,74.7,8.0,7.16,75.2,0.0,31.0,0.0,12.4,1.2,1.0,4.5
2018-04,GO,Centro-Oeste,Temer,315500.0,91.2,6.1,24.6,21.9,40.1,8.8,75.2,11.2,6.46,63.0,0.0,31.0,0.0,7.1,1.2,1.0,5.3
2018-05,CE,Nordeste,Temer,328700.0,90.2,6.3,23.9,23.8,38.2,14.2,74.7,10.8,6.38,49.4,0.0,31.0,0.0,10.2,1.4,1.0,5.1
2018-05,RJ,Sudeste,Temer,450800.0,90.2,8.7,22.3,23.8,38.2,6.9,75.7,7.1,5.96,203.4,0.0,31.0,0.0,41.9,1.2,1.0,5.7
2018-05,SP,Sudeste,Temer,494900.0,89.8,7.3,23.8,23.3,38.7,6.2,75.2,8.4,6.9,101.0,0.0,31.0,0.0,14.3,1.2,1.0,4.6
2018-05,BA,Nordeste,Temer,261800.0,90.8,7.7,20.6,21.8,40.2,11.3,77.4,8.5,5.92,64.9,0.0,31.0,0.0,23.0,1.3,0.9,4.4
2018-05,MG,Sudeste,Temer,378500.0,91.3,7.2,21.9,22.9,39.1,7.3,76.0,7.3,6.68,50.3,0.0,31.0,0.0,7.5,1.3,0.8,5.9
2018-05,RS,Sul,Temer,423200.0,89.9,7.2,26.1,20.4,41.6,7.0,76.2,8.7,6.75,63.1,0.0,31.0,0.0,7.1,1.2,0.9,5.0
2018-05,SC,Sul,Temer,411800.0,91.2,6.6,22.1,20.5,41.5,6.9,76.1,10.1,7.26,50.9,0.0,31.0,0.0,2.8,1.3,0.9,4.5
2018-05,AM,Norte,Temer,348800.0,90.3,7.4,22.5,23.1,38.9,8.5,75.7,7.0,6.07,86.1,0.0,31.0,0.0,19.4,1.4,1.0,4.3
2018-05,DF,Centro-Oeste,Temer,476300.0,90.6,7.3,22.2,23.9,38.1,7.8,76.6,7.0,6.97,56.8,0.0,31.0,0.0,13.2,1.1,0.9,4.1
2018-05,GO,Centro-Oeste,Temer,302900.0,90.4,7.1,22.7,22.7,39.3,9.0,77.0,10.9,6.47,49.6,0.0,31.0,0.0,8.6,1.3,0.9,5.1
2018-06,CE,Nordeste,Temer,333000.0,90.3,6.0,21.0,19.5,42.5,14.3,75.6,11.1,6.32,42.2,0.0,31.0,0.0,9.3,1.1,1.1,4.1
2018-06,RJ,Sudeste,Temer,454300.0,90.7,9.3,22.3,22.0,40.0,7.7,76.0,8.3,5.83,203.9,0.0,31.0,0.0,40.2,1.2,1.0,4.9
2018-06,SP,Sudeste,Temer,507600.0,91.6,6.6,22.5,24.4,37.6,5.3,76.3,7.3,6.93,88.3,0.0,31.0,0.0,15.0,1.3,0.9,4.5
2018-06,BA,Nordeste,Temer,284900.0,90.2,8.0,23.4,22.8,39.2,11.6,74.3,8.0,5.95,53.5,0.0,31.0,0.0,20.5,1.2,0.9,4.9
2018-06,MG,Sudeste,Temer,397700.0,90.7,7.1,21.9,23.6,38.4,7.8,75.6,8.9,6.44,63.9,0.0,31.0,0.0,9.1,1.2,1.2,4.8
2018-06,RS,Sul,Temer,409200.0,90.5,7.8,21.7,18.1,43.9,7.5,75.2,8.1,6.83,50.5,0.0,31.0,0.0,7.4,1.2,0.9,5.8
2018-06,SC,Sul,Temer,411400.0,90.2,6.5,22.8,23.3,38.7,8.1,75.8,10.9,7.14,39.6,0.0,31.0,0.0,4.7,1.2,0.8,6.0
2018-06,AM,Norte,Temer,338900.0,90.6,7.0,21.3,20.0,42.0,7.3,76.7,7.7,6.05,102.1,0.0,31.0,0.0,18.2,1.1,1.0,4.7
2018-06,DF,Centro-Oeste,Temer,473300.0,89.3,6.8,20.6,18.6,43.4,7.6,75.7,7.7,7.0,70.4,0.0,31.0,0.0,12.7,1.0,0.9,4.6
2018-06,GO,Centro-Oeste,Temer,315200.0,89.8,6.9,22.3,21.7,40.3,9.2,76.4,10.5,6.3,64.6,0.0,31.0,0.0,8.0,1.2,0.9,5.2
2018-07,CE,Nordeste,Temer,310300.0,90.8,7.0,20.9,20.0,42.0,15.3,75.3,10.6,6.3,24.4,0.0,31.1,0.0,9.9,1.6,0.8,3.9
2018-07,RJ,Sudeste,Temer,461500.0,89.2,10.1,24.0,23.1,38.9,7.9,75.9,6.7,5.75,211.4,0.0,31.1,0.0,42.9,1.2,0.9,3.0
2018-07,SP,Sudeste,Temer,526000.0,90.6,6.9,22.6,25.5,36.5,6.3,75.8,7.6,6.97,91.4,0.0,31.1,0.0,13.6,1.1,1.1,5.1
2018-07,BA,Nordeste,Temer,286100.0,89.1,7.2,21.7,24.3,37.7,10.1,77.2,8.2,5.93,59.1,0.0,31.1,0.0,22.4,1.0,1.1,5.3
2018-07,MG,Sudeste,Temer,380300.0,91.2,6.6,25.4,20.4,41.6,8.6,76.0,7.2,6.57,58.6,0.0,31.1,0.0,9.8,1.3,0.8,4.0
2018-07,RS,Sul,Temer,399500.0,89.8,7.2,23.7,24.1,37.9,7.7,75.9,8.3,6.76,57.2,0.0,31.1,0.0,9.8,1.4,1.0,4.0
2018-07,SC,Sul,Temer,431800.0,90.9,7.3,24.2,23.7,38.3,6.5,77.0,11.0,7.16,54.1,0.0,31.1,0.0,1.7,1.1,1.1,5.4
2018-07,AM,Norte,Temer,351700.0,89.6,7.4,24.7,27.0,35.0,9.3,77.6,7.7,6.16,72.6,0.0,31.1,0.0,19.3,1.2,1.0,5.2
2018-07,DF,Centro-Oeste,Temer,454500.0,90.9,7.4,22.9,25.3,36.7,7.0,76.5,7.4,6.95,51.8,0.0,31.1,0.0,10.9,1.1,0.9,5.6
2018-07,GO,Centro-Oeste,Temer,317900.0,91.1,6.6,21.7,22.9,39.1,9.4,76.2,11.5,6.6,58.5,0.0,31.1,0.0,8.1,1.2,0.9,5.7
2018-08,CE,Nordeste,Temer,332100.0,92.0,6.6,22.4,22.4,39.6,14.1,77.1,10.2,6.19,27.0,0.0,31.1,0.0,9.8,1.2,1.0,4.4
2018-08,RJ,Sudeste,Temer,440000.0,90.9,9.8,20.7,24.6,37.4,7.7,77.0,8.6,5.83,231.1,0.0,31.1,0.0,41.7,1.2,1.0,6.1
2018-08,SP,Sudeste,Temer,487900.0,91.2,6.9,23.9,22.3,39.7,6.7,76.3,8.8,7.13,86.0,0.0,31.1,0.0,16.5,1.3,1.0,5.5
2018-08,BA,Nordeste,Temer,279000.0,90.4,8.2,22.4,21.3,40.7,10.9,76.9,7.8,5.93,71.7,0.0,31.1,0.0,21.8,1.2,1.1,4.5
2018-08,MG,Sudeste,Temer,357100.0,89.3,6.9,24.3,26.1,35.9,8.3,77.2,8.1,6.6,54.1,0.0,31.1,0.0,8.7,1.0,1.0,5.0
2018-08,RS,Sul,Temer,405500.0,90.2,7.3,21.7,23.1,38.9,7.6,74.9,8.0,6.77,62.9,0.0,31.1,0.0,7.0,1.2,0.9,5.2
2018-08,SC,Sul,Temer,408100.0,91.9,7.7,21.7,24.1,37.9,6.4,77.0,10.4,7.1,52.6,0.0,31.1,0.0,3.0,1.1,1.0,4.4
2018-08,AM,Norte,Temer,354300.0,90.2,7.1,22.9,21.5,40.5,9.2,77.5,7.6,6.05,88.7,0.0,31.1,0.0,20.9,1.1,1.0,4.6
2018-08,DF,Centro-Oeste,Temer,487800.0,89.7,7.2,21.3,25.2,36.8,7.5,76.0,8.5,7.02,57.1,0.0,31.1,0.0,11.6,1.3,1.0,4.8
2018-08,GO,Centro-Oeste,Temer,320900.0,89.2,7.1,23.0,26.8,35.2,8.3,75.2,10.6,6.41,60.7,0.0,31.1,0.0,9.5,1.1,1.0,3.9
2018-09,CE,Nordeste,Temer,331200.0,89.4,6.8,20.9,26.2,35.8,13.5,77.1,10.9,6.25,41.6,0.0,31.1,0.0,10.8,1.2,0.9,4.1
2018-09,RJ,Sudeste,Temer,460000.0,90.1,9.6,21.2,26.2,35.8,7.7,77.0,7.8,5.81,200.5,0.0,31.1,0.0,44.2,1.1,1.0,5.8
2018-09,SP,Sudeste,Temer,504400.0,91.0,7.8,21.4,21.7,40.3,6.8,73.3,7.9,6.89,74.3,0.0,31.1,0.0,15.1,1.2,0.9,4.2
2018-09,BA,Nordeste,Temer,297600.0,89.4,8.0,24.6,22.2,39.8,10.1,75.9,7.7,5.88,75.2,0.0,31.1,0.0,23.5,1.1,0.9,3.9
2018-09,MG,Sudeste,Temer,369000.0,90.1,6.8,24.3,25.4,36.6,8.0,75.9,8.9,6.5,59.3,0.0,31.1,0.0,8.8,1.2,1.0,4.6
2018-09,RS,Sul,Temer,400900.0,90.1,7.1,19.7,22.6,39.4,7.8,75.4,8.0,6.8,55.2,0.0,31.1,0.0,8.2,1.1,1.1,5.7
2018-09,SC,Sul,Temer,411100.0,90.6,7.4,23.5,19.6,42.4,7.8,75.4,10.8,7.09,70.1,0.0,31.1,0.0,4.2,1.0,1.1,4.1
